,GHDmean,GHDcore,Als,Bor,Bur,Cha2,Lan,LLV,SRv,Swi
1901,16.164102950867743,16.164102950867743,15.473967667109147,17.899526231475562,16.621525711732847,16.728683478488303,18.22948839341485,17.183489616895248,17.217087085418136,13.220059795224989
1902,14.164416448546143,14.164416448546143,13.513802208602085,16.01288089282471,14.598996182627655,14.602034033819587,16.507017212396534,14.986303836384916,15.47807427871553,11.451990801825952
1903,14.793900887934932,14.793900887934932,14.029338920949078,16.387753784316562,15.152288735404362,15.25939751873025,17.18377802696075,15.47564354075201,16.16789423626454,11.730638279426959
1904,16.536388014348894,16.536388014348894,16.256378305913284,17.841920134355632,17.264026175545506,17.229572082090755,19.145195705632663,16.975819169414912,18.29055703920663,14.235706514664097
1905,15.88183750857898,15.88183750857898,15.619074566853989,17.189500533534343,16.579680159410657,16.576428433480775,18.196326598641264,16.37979086899918,17.29229713673499,13.31748783535741
1906,15.384887595166973,15.384887595166973,14.604567167210432,17.12274280368106,15.854850284260664,15.799807221120476,17.80144761813324,16.25911366799171,16.833947039872573,12.815621956613352
1907,14.478007608015549,14.478007608015549,14.103577762562939,15.887971638691448,15.090325235221998,15.076670260946683,16.86339827002228,14.934171682507802,15.944687956907432,12.004312745623626
1908,16.111002419327026,16.111002419327026,15.880046274292573,17.195377745437316,16.889908733676602,16.934539179790878,18.298482300317225,16.587578138069013,17.452494577354827,13.58417350320807
1909,14.094965182567,14.094965182567,13.342625770777982,15.825253627041196,14.509005394323173,14.511895501054399,16.381281206499672,14.821808158351903,15.378021766889123,11.344153847806192
1910,14.495659104850962,14.495659104850962,14.055503124086576,15.898379136060079,15.005602239475003,15.087574622089484,16.558191088772674,14.960738275041978,15.57782800379006,11.640546209214843
1911,16.55467077771495,16.55467077771495,15.812531545181427,18.127874916754376,17.043737785515447,17.157123076926712,18.531495027382018,17.612656601624185,17.564907426513596,13.548861335393406
1912,15.440025834693108,15.440025834693108,15.025171936193667,16.596086642362362,16.097824929313777,16.209095275023937,17.462971382768167,15.82054071848187,16.56914368652417,12.717813057756947
1913,14.787746996072402,14.787746996072402,13.894113044663872,16.465100662624174,15.11644509041208,15.20263254467422,17.191567208829227,15.455063504852273,16.161706242146415,11.79576787383868
1914,14.51741196303832,14.51741196303832,13.55143662305632,16.061971530238072,14.899362239519897,15.039688481247332,16.457657723888673,15.346087100065253,15.471481677550322,11.399607572846463
1915,16.058281073875158,16.058281073875158,16.0164757834848,17.114409787667608,17.03265604940897,17.025095131042814,18.257701098923086,16.377463908184385,17.425437658928903,13.746538439636089
1916,14.74823947513842,14.74823947513842,14.060760155105717,16.100362870163945,15.254381592047265,15.24884920787414,17.52479504451074,15.101404068434956,16.603882064201702,12.025143697598807
1917,16.814781425500726,16.814781425500726,16.77557011577547,17.83453406541595,17.679967169414383,17.788961729570097,18.6649350333678,17.343487026675152,17.812410787383023,14.157926442504065
1918,15.448424159286382,15.448424159286382,14.893730032886026,16.864282203871923,16.0577547783119,16.162635672969653,17.503816470091536,16.154322633651088,16.546358777743226,12.617373044437509
1919,15.012609272325692,15.012609272325692,14.29045149384199,16.26970505180146,15.514411756547723,15.640213471405689,17.20588738165481,15.779362260964941,16.31527644325476,12.122306376221651
1920,15.78556234634323,15.78556234634323,15.627830343272425,16.47025063831374,16.775394129111508,16.665718428590537,18.421466725369847,15.846827972751216,17.719706149044512,13.699820224106222
1921,16.941300533332196,16.941300533332196,16.52549500694206,18.090411436671154,18.018499534985814,18.040294874116984,18.649206818588297,17.733140264973496,17.842703211202526,14.45224519601466
1922,15.81213231719679,15.81213231719679,15.469557743499381,16.96206275139234,16.668301125220317,16.671029583509934,18.121679090696666,16.263065554661434,17.277933505428308,13.451224456216918
1923,15.293085292749804,15.293085292749804,14.548522332096148,17.280620709162893,15.673202066830356,15.694744069605202,17.9184762238579,15.897138647833982,16.75182451113602,12.581291422174536
1924,16.08678460190205,16.08678460190205,15.387387978663783,17.535132653955614,16.93712064804376,16.898729325815236,18.987406244831046,16.167893995076742,17.989675494400043,13.409958534140259
1925,15.77952366299373,15.77952366299373,15.424101922903446,16.87634617987913,16.600900976909987,16.637433755097423,18.093361084180934,16.231902892641873,17.205342200417952,12.995887045795461
1926,14.50199986609075,14.50199986609075,13.474289149720406,16.39410385883356,14.544670152148928,14.666264245790968,17.10748688637386,15.300797926333747,15.954162977473455,11.339433643991152
1927,15.609785790540114,15.609785790540114,14.99444304546764,17.025762691559834,16.201842837568396,16.115200209058745,18.701874308743033,15.895396586039224,17.57617521576287,13.204544873317683
1928,15.896069563776338,15.896069563776338,15.273852332899912,17.469285192599376,16.53993822552482,16.442818708081564,18.775559407949054,16.430823715215343,17.351054894664344,13.59202714360177
1929,16.082131275890315,16.082131275890315,15.701888727158163,17.586170664216002,16.571386507426016,16.63856450348566,18.825283661093618,16.477890452897007,17.548749757244146,13.664529913354482
1930,15.522178167156538,15.522178167156538,15.025414557728139,16.878309558856934,16.004501272244127,16.075963861100565,18.233115826329634,15.692268674700754,17.005411793093323,12.8327705403769
1931,16.221947460904115,16.221947460904115,16.167121765552785,17.488753734802287,16.944709835008627,16.909983561306507,19.099291523168645,16.313590058523886,17.883736036596076,13.99348440474121
1932,14.833135497149833,14.833135497149833,14.33802846092245,16.283714384817987,15.4642336634364,15.604747038471832,17.03718964859211,15.360483072946705,15.515787225392305,11.862824155466928
1933,15.738157015811394,15.738157015811394,14.50066948657445,17.879638622677994,15.918162397648814,16.17304248219394,17.919991103041895,16.845850918327205,16.58225866153946,12.280275059036557
1934,16.90327269603021,16.90327269603021,16.30862642086543,18.65114449098725,17.463390470845127,17.561996302099438,19.558081866231127,17.48385767185434,18.039011379566613,14.199151256291545
1935,15.785652527368137,15.785652527368137,15.522622370066038,16.762026232167848,16.645721565850508,16.69633923248258,17.72654378475973,16.303426898661176,16.98231232480351,13.516335365305485
1936,15.299270502751813,15.299270502751813,14.916293260870857,16.286608229451247,16.01696190745981,16.134296877114018,17.2803856252463,15.818193941782978,16.460459370595355,12.699436889723687
1937,16.334738902183084,16.334738902183084,16.169437703549402,17.55885967326227,16.996783486372447,17.00784950974634,18.84020206633227,16.652521603895817,17.965433822079653,14.0519512143176
1938,15.05363595908878,15.05363595908878,14.56185036079825,16.382477924733713,15.382070789361741,15.522039338450819,17.42665163079105,15.787538034032947,16.542719776590683,12.546286744854937
1939,14.750528292608546,14.750528292608546,14.092376695936824,15.976182710114141,15.218142238899082,15.418896324480604,16.74713806038196,15.451507302799445,15.815416741230694,11.694809621224664
1940,15.62775500051369,15.62775500051369,14.621126421634294,17.238991626983353,16.00467999999521,16.203400473686926,17.93475847899385,16.52284707234004,16.641946629450793,12.386343288357617
1941,15.24961973794712,15.24961973794712,14.475415032939095,16.777146297958446,15.66107872836711,15.813887891553938,17.778655242535187,15.883526228927844,16.49011747649338,12.274303732259552
1942,15.813504999761236,15.813504999761236,14.958653859105272,17.42161436487382,16.273449651969475,16.23239186588377,18.94032944490209,16.320221751418412,17.7864248522263,13.328275704049444
1943,16.516831648470284,16.516831648470284,15.277111314181395,18.21497355411602,17.031763461192842,17.049421988103457,19.688770684661304,17.215937787182416,18.413096307701863,13.536337956820132
1944,15.705432964281677,15.705432964281677,14.673327342741558,17.240173227170203,16.138043144007646,16.107452441552983,19.051086297831368,16.17217764199285,18.03362843289761,13.107135990840632
1945,17.494558301856507,17.494558301856507,17.060928937086302,18.48520660108416,18.191733468274986,18.181947801688022,20.524731550248386,17.761069241246272,19.70368909507088,15.300875219874829
1946,15.895498865941546,15.895498865941546,15.761581729732265,16.65038105148465,17.228896330182486,17.071843872347543,18.908103636037147,15.843031583025201,17.53556760893358,13.632253415349508
1947,17.732080589052277,17.732080589052277,17.748718432839183,18.658350766711287,18.79146556648169,18.842307297590033,20.347476825922293,17.891977018490437,19.06826583171427,15.314781925455518
1948,15.52433896035568,15.52433896035568,15.02297037737118,16.812990137332037,16.182576844616015,16.30643639119649,18.037853333601912,15.823177880626778,16.79475834355104,12.602760734442644
1949,16.185616722030286,16.185616722030286,15.50051535723545,18.012371668953843,16.629957773969103,16.740900315026987,18.23224114925972,17.20835282298888,17.216840175852898,13.445445192916274
1950,17.438327866073053,17.438327866073053,17.49463914774841,18.30844167054567,18.486426786913007,18.317098886459696,19.703730898266862,17.67292839177414,19.011725107735707,15.479122587525593
1951,15.177265802667455,15.177265802667455,14.67555574204008,16.81826737811283,15.755752683821608,15.725868719293645,17.829595262711617,15.977303609778666,16.78867585107117,12.562263857382566
1952,17.446325100949593,17.446325100949593,16.761918343271528,18.853710444130886,18.32653773366067,18.17633958708947,20.70910785152087,18.219421235953156,19.421237623864016,15.181369800243935
1953,15.90479310237639,15.90479310237639,15.507098921603715,17.20369258013006,16.512090776528872,16.425666959312487,18.755054624063785,16.56196989395195,17.725877856281915,13.434883009031706
1954,14.851761788904941,14.851761788904941,14.319880498465626,15.974598796021587,15.629551718408278,15.528688820406538,17.86853999867515,15.28747664822148,16.869390597426477,12.515142196396104
1955,15.84949582614073,15.84949582614073,14.697822068236832,17.758531781772643,16.125802506002156,16.050309639746267,18.699525775900515,16.88792586321235,17.557820170763087,13.040410418161736
1956,15.122609666848112,15.122609666848112,14.340531467844954,16.566046815705953,15.519006640779386,15.432714461421208,18.04011590457464,15.943288370235106,16.8680370741366,12.697016203822209
1957,15.405466788340387,15.405466788340387,14.680443023628316,17.013136806974263,15.823441111415192,15.91684933640758,17.588792180399476,16.517780981325814,16.65300389207192,12.234382501641594
