,GHDmean,GHDcore,Als,Bor,Bur,Cha2,Lan,LLV,SRv,Swi
1958,15.621818262158671,15.621818262158671,15.485122051977296,16.988007205956297,16.402161246361633,16.264115662604333,18.322232381407815,16.052205175391403,17.42329216172229,13.260036596348817
1959,17.03840941374422,17.03840941374422,16.420460245626273,18.365120065790595,17.96813586025918,18.000229348423424,19.354946386365594,17.99534317191902,18.32109589728008,14.13405886730051
1960,16.20155461091213,16.20155461091213,15.052271899902543,18.006293514717168,16.623272829648684,16.610252192372492,19.18189897145124,17.17706980868211,18.018684781573274,13.233288300044055
1961,15.456705286707034,15.456705286707034,14.30742892240748,17.38158440892562,15.70672504912367,15.66629089149997,18.772147115717676,16.364548092590674,17.51704971037188,12.57349437006493
1962,14.822376637489812,14.822376637489812,13.985989512755514,16.78771678841996,15.20263790532534,15.07925514732917,18.12852778167655,15.690172143687136,16.929531836223212,12.121171314918149
1963,15.356616865159145,15.356616865159145,15.057663504035862,16.758604346318666,15.931111091283423,15.859990014613194,18.497479098500023,15.752886765766528,17.471901262049087,12.841295459018209
1964,16.914668066107826,16.914668066107826,16.759172080174785,18.313352802094524,17.86466299313198,17.719029589901574,19.872104527260536,17.18003794000086,18.8666795823426,14.5197724128859
1965,14.999139400061209,14.999139400061209,14.358733834645962,16.54057193725422,15.251922201776795,15.185831464322181,18.292399100797684,15.490522766373193,17.075892516413713,12.45650295916711
1966,15.47556744448057,15.47556744448057,15.053941376007037,16.722978837992077,16.0661193510193,16.014694934554022,18.228037008493207,15.899525847373596,17.20388254085006,13.156157943013401
1967,15.816121602550695,15.816121602550695,15.295163661158075,17.300399073453136,16.38870919695824,16.367253175227503,18.61758201424948,16.26896773937106,17.64619802624152,13.1411420325496
1968,14.94762881798222,14.94762881798222,14.38914658314124,16.80485711030807,15.28726950427996,15.183839391142522,17.744043046061556,15.570865457511857,16.923762988767944,12.412856823379352
1969,15.586939826664763,15.586939826664763,15.17501087679929,17.35816927497781,16.06484905148261,16.097160649218054,17.69192903677524,16.432391101791612,16.740713624063293,12.778067113588607
1970,15.986243330499887,15.986243330499887,15.033289770450214,17.821196362157217,16.39496824428799,16.418659840470667,18.819736539303047,16.749856813577885,17.691435370664887,13.112071793906205
1971,15.984970398572536,15.984970398572536,15.639664485353148,17.488992103655466,16.736516500037325,16.739917204257374,18.484141031529152,16.705493541568366,17.674871823731756,13.32589796161978
1972,14.559616111289035,14.559616111289035,14.223602467065646,15.842446904907451,15.105275229291694,15.062258797178616,17.50232288513611,14.787044866988431,16.46045726719807,12.127124593929848
1973,16.165736601842806,16.165736601842806,15.570924502224335,17.852527780065977,17.017837450800233,17.001072067411933,19.109580268788097,16.743655951441546,18.17133895885722,13.301242024354806
1974,15.134957339695786,15.134957339695786,14.248805177468714,17.119467636292494,15.43085141121353,15.425707977219147,18.225583758089105,15.879179453168085,17.13171149512775,12.19014156175634
1975,15.511889276005919,15.511889276005919,14.802002473230262,17.554856635020535,15.873420793250022,15.862118247506437,18.16109467563816,16.343051238022188,17.14614551307804,12.580715389675875
1976,17.877267100635155,17.877267100635155,17.285153920127147,19.468577247633974,18.813114124055197,18.881404207264488,19.993359320869107,18.627619563045645,18.95527359851467,15.023326639310048
1977,14.692130697143622,14.692130697143622,14.51911495012089,16.06441010498749,15.404543016927553,15.401954694456386,17.0040313836857,15.200643540752008,16.237373093679818,12.154891405875098
1978,14.672236074044365,14.672236074044365,14.055813407698981,16.321232407478757,15.236813161970424,15.20227601917657,17.219523977331907,15.27368653881559,16.392595607504063,11.98088781732848
1979,15.643393877157967,15.643393877157967,15.116038013166936,17.251035246479923,16.248033785063843,16.09088689325124,19.127122479769003,15.992030709751514,18.256765594890638,13.140044973614087
1980,14.171180680681845,14.171180680681845,13.418952779338065,15.715045802726745,14.500751583102677,14.574395819143144,17.006592085210723,14.725604388675585,15.957681143403745,11.055522849490172
1981,15.1507079468082,15.1507079468082,14.79807858522028,16.88638915323065,15.461177932494358,15.451428910229465,17.968777969809707,15.605492272288839,17.15298359653756,12.414009770140616
1982,16.95405007815598,16.95405007815598,16.24087695377256,18.629456021017226,17.216256649895836,17.187965039133662,19.9623334969669,17.699681661637186,18.99718539000624,14.006020816862192
1983,16.813504904065827,16.813504904065827,16.34949360922715,18.522488270729447,17.12486728046774,17.050383954511112,19.25748755697387,17.734913347751082,18.408612344157813,14.089028769865571
1984,14.83803903993978,14.83803903993978,14.065984684872973,16.828965611722257,14.702336321156581,14.622645414000587,17.559920488262197,15.911870032367613,16.54630690055658,12.169347180562077
1985,15.589075786189337,15.589075786189337,15.211932715469187,17.344193812092882,15.593090462619617,15.549152245649026,18.359878678273525,16.367602815588636,17.310987671417774,12.925010855995515
1986,16.475320048613415,16.475320048613415,16.103577445243054,18.03233141305914,16.745977911795144,16.637459447309052,19.38527337036271,16.851813338792088,18.314593145512156,14.17973471263679
1987,14.835497527905137,14.835497527905137,14.081338397857339,16.880274795704786,14.71027347110969,14.604126748615482,17.911906527423973,15.543207211688113,16.933296117750498,12.13215165505923
1988,15.8022387505004,15.8022387505004,15.70116308686937,17.607223279863685,15.991493312315065,15.84770535503004,18.585145008571295,16.26357167280642,17.526372828187096,13.412377221092523
1989,17.48994678420576,17.48994678420576,16.255529610366775,20.204586460691846,17.214995050328877,17.2000405319316,20.334654549631303,18.758326464095376,19.264272633280836,14.354409490237257
1990,16.93970411305824,16.93970411305824,15.960948812168738,19.411698546079684,16.91718885862488,16.853022486507438,19.705781877515946,17.99919345100267,18.573066459501543,14.031750593149344
1991,15.331760436306347,15.331760436306347,14.91390427892665,17.332750367735382,15.708955046738673,15.478528078332044,18.562226431025813,15.779277410833137,17.506540408130697,12.944250754727369
1992,16.73158128791154,16.73158128791154,16.751681306401156,18.583316309373732,17.14648539574439,17.112096151184836,18.69506840610813,17.480318388142887,17.852337515849808,14.087554344183811
1993,16.28605755002899,16.28605755002899,16.071752847477452,17.947179559953987,16.59072078396246,16.53919061200894,18.978082617551618,16.580335981303037,18.122465668638235,13.753488761822847
1994,17.38817903860675,17.38817903860675,17.19900741573629,19.141265827441945,17.849729345440437,17.733758465179914,20.249508672408563,17.707955709690125,19.33254005145957,14.984729739034476
1995,16.926870902521618,16.926870902521618,16.11963867099972,19.29306759452481,16.855789665684814,16.833010728569523,19.467113201029434,17.751910186579945,18.3587550227014,13.945404969309118
1996,16.112555682450697,16.112555682450697,15.309541987496766,18.610679827067305,16.13196155363845,15.999320869738538,19.365278693933213,16.754822840456878,18.243651413843587,13.496612759824654
1997,16.274357373535356,16.274357373535356,15.5171825006508,18.51237250899507,16.335055060498906,16.29156728356585,19.062120541707117,16.828573311066876,18.192420988501727,13.24355897643108
1998,16.88963100525951,16.88963100525951,16.686554728289696,18.520722912337238,17.14055027944578,16.952417680237193,20.133887911993497,17.018323397153072,19.242422417109726,14.79834268812614
1999,17.333499571391908,17.333499571391908,16.72408881844758,19.372488158811034,17.36694917788928,17.29559244783183,20.050853579700313,17.892854685082767,19.21863595974355,14.72330199218677
2000,16.785845365885788,16.785845365885788,16.44893437025097,18.82532655495634,16.951295036119696,16.73434387311641,19.5160688630671,17.108287152616626,18.865099761004654,14.667541886541494
2001,16.95752154818149,16.95752154818149,16.655369343503235,18.849562640166212,17.205651732168512,17.120995969331872,19.909664275567028,17.35599902507359,18.843404027629994,14.422497167500405
2002,16.439360587289702,16.439360587289702,16.737316044566914,17.916283372738317,17.066039192755696,16.889917521577253,19.000681768694474,16.51787497471952,18.36743870399045,14.474284254366218
2003,18.259886404899262,18.259886404899262,17.950097463537748,20.15403774702998,18.7835390219286,18.611457572845456,21.31960955077834,18.58823479526293,20.43273302059039,16.084036283485975
2004,16.49996448872825,16.49996448872825,15.712699057882489,18.824707928610493,16.419123463586313,16.348715111508653,19.37074005212007,17.25163723340697,18.380676102164472,13.89471151376062
2005,17.624533312506646,17.624533312506646,17.058653226003237,20.06480997381719,17.771315843187345,17.659344031007485,20.524283367143944,18.232091313002925,19.668071235834525,15.269826623459444
2006,18.374834814219213,18.374834814219213,18.038560857884864,20.660080491969467,18.522436809752513,18.450101584349504,21.206400037377918,18.919687845698064,20.28695251707189,15.770386127514586
2007,16.671097075434297,16.671097075434297,16.694053897702986,18.06671971474328,17.034659036534123,16.931180189995196,19.678380951235276,16.633936451244615,18.897834843370802,14.300049016293924
2008,17.04151287827393,17.04151287827393,17.146469526893927,18.511498715057858,17.367694754463713,17.305917854344823,19.6986534472101,17.277989364006476,18.851211123388673,14.628163222103437
2009,17.3575506504407,17.3575506504407,16.914993851517153,19.296304542786487,17.55670266913477,17.419609019742335,20.583438671487457,17.568984855809,19.777001351377525,15.042829108032084
2010,16.75902529778232,16.75902529778232,16.346651253901573,18.67203347751771,16.874947280826902,16.71401565409013,19.56049703315805,17.39481327213381,18.6162074458679,14.16091662590577
2011,16.715043036775867,16.715043036775867,16.193050436639986,18.849944597561276,16.76817125552298,16.769104379877376,19.43951963373948,17.25815099335002,18.49314178180661,13.958784838747087
2012,16.724510880789747,16.724510880789747,16.65804826030419,18.665536733358486,16.835869652365815,16.678043630869396,19.889029364956755,16.901773392673576,18.96455370588107,14.502756672184681
