"siteslist","cc","meanmat","varmat","varlogmat","sdmat","meanlo","varlo","varloglo","sdlo","meanutah","meangdd","matslope","matslopese","matslopeconfint11","matslopeconfint89","matslopelog","matslopelogse","matslopelogconfint11","matslopelogconfint89","lomatslope","lomatslopelog","lomatslopelogse","lomatslopelogconfint11","lomatslopelogconfint89","meanmatlo","varmatlo","sdmatlo","matslopelog_exp","lomatslopelog_exp"
6,"1950-1960",7.52785229075578,2.62991127841458,0.0575332410866627,1.62170011975537,107.1,85.2111111111111,0.00750095378253355,9.23098646468031,2427.6,83.459651419796,-5.03800150231593,0.936702721219794,-6.72157061467644,-3.35443238995541,-0.3080193804157,0.0666146195393428,-0.427748205097708,-0.188290555733691,-4.85951093879889,-0.359190847153819,0.245912801096561,-0.801178669844342,0.082796975536704,7.82025788971974,0.781203128448987,0.88385696153223,0.734901075182718,0.698241081311826
6,"2000-2010",8.52904079296764,1.11651398760774,0.0155996139093598,1.056652254816,98.5,24.0555555555556,0.00244813218064824,4.90464632318739,2270.4,82.9917512584939,-2.14790393867634,1.45480853782379,-4.76268306036929,0.46687518301661,-0.196211828109928,0.121673925210554,-0.414900700922635,0.0224770447027786,0.723574263883805,0.0393314482077296,0.154863688565359,-0.239010566594295,0.317673463009754,7.54187079916798,0.647745185519191,0.80482618342049,0.821838127821191,1.04011517083323
7,"1950-1960",6.41109821735652,3.03651624456113,0.0981170917204373,1.74256025564717,105.5,157.388888888889,0.0145009882907761,12.5454728443725,2365.2,57.4351094295017,-6.63790641551471,0.985536486851928,-8.40924619149778,-4.86656663953164,-0.332685372970237,0.0681112382386324,-0.455104123664015,-0.210266622276458,-8.31144058785043,-0.484135128635643,0.300773927147698,-1.02472680417794,0.0564565469066534,6.58140307870063,0.630668662117934,0.79414649915361,0.716995744913231,0.616229925976795
7,"2000-2010",7.12291787357726,0.940021757971779,0.0193491886965729,0.969547192235519,104.3,32.0111111111111,0.00301946613136466,5.65783625700772,2251.2,77.8126074915134,-3.89535601392527,1.53622047638187,-6.65645970800261,-1.13425231984793,-0.267442116577191,0.102789845366304,-0.452189961120301,-0.0826942720340809,0.628135886492486,0.0260392046388407,0.09635233648297,-0.147138276254195,0.199216685531877,7.42316112440199,1.87775268053935,1.37031116194073,0.765334629528678,1.02638118658841
8,"1950-1960",5.0204179205718,3.40380147740315,0.235646300979831,1.84493942377606,109.1,128.322222222222,0.0109922174070378,11.3279398931236,1861.2,53.5588726430163,-5.59609512142756,0.893266347497212,-7.20159449458943,-3.99059574826568,-0.179199249172674,0.0426244247221694,-0.255809643557919,-0.102588854787429,-0.23539237382703,0.00735319381804757,0.249409329683972,-0.440919064048009,0.455625451684104,6.16280631386345,0.833230886557896,0.912814815040759,0.83593932258401,1.00738029493357
8,"2000-2010",5.93222117887993,1.52687478833808,0.0429666374435769,1.23566774997896,105.7,34.0111111111111,0.00304939277687944,5.8319045869348,2025.6,50.7916810762804,-2.82652121617568,1.33630842120925,-5.22831586411419,-0.424726568237165,-0.161431036287563,0.074925960338468,-0.296098129360088,-0.0267639432150377,0.995781551251683,0.0524979018494897,0.114674204880546,-0.153610124686377,0.258605928385357,6.20285470006507,1.03141366674919,1.01558538131916,0.850925212403576,1.05390035083466
9,"1950-1960",5.72115560982712,3.84939255008123,0.173788810714638,1.9619868883561,112.4,84.0444444444445,0.00675128783285801,9.16757571250134,2239.2,68.5656846279313,-3.67241574549971,1.02142873234769,-5.50826593073112,-1.83656556026829,-0.146453832665056,0.046635461706065,-0.230273406464052,-0.0626342588660603,-3.06035972236295,-0.172758763559131,0.17053761308117,-0.479272080297725,0.133754553179464,6.93298371600348,1.15610015788009,1.07522098095233,0.863765609170443,0.841340552366088
9,"2000-2010",6.33168018634477,1.12155138055641,0.0327992603615572,1.05903322920313,108.2,33.0666666666667,0.00284827167430868,5.75036230742609,2271.6,56.4529468401178,-4.08017795982976,1.26664510974422,-6.35676426066905,-1.80359165899047,-0.213016898918915,0.0719924562434986,-0.342411500758745,-0.0836222970790853,0.501055067023547,0.0278199224615817,0.115055949883185,-0.178974227943345,0.234614072866508,6.66498372199374,1.17004714650393,1.0816871758988,0.808142480366848,1.02821051013142
10,"1950-1960",5.46031135336236,3.14801167778047,0.162674838658897,1.77426370018114,110.9,84.5444444444445,0.00715406846105847,9.19480529671208,2020.8,59.3443613284848,-4.2253495136311,1.06082985304855,-6.13201673430144,-2.31868229296076,-0.154595170544518,0.0500974712068751,-0.244637137137113,-0.0645532039519235,-2.62603722871315,-0.175231510226266,0.212581958576978,-0.557312624327485,0.206849603874953,6.65170952874206,0.874209252167344,0.93499157866119,0.856761949760661,0.839262700378835
10,"2000-2010",6.49573755972698,1.10643495755573,0.0260873539322805,1.0518721203434,104.5,28.5,0.00255972978336511,5.33853912601566,2088,69.6237960485806,-2.36187441234728,1.58823622663187,-5.21646786416027,0.492719039465713,-0.155693082664061,0.0960996515667361,-0.328416403971037,0.0170302386429141,2.20276602657968,0.138611598553283,0.0880749111947613,-0.0196885715031273,0.296911768609693,7.06308048728914,1.55763346285766,1.24805186705428,0.855821816618678,1.14867786520544
