"cc","meanmat30","varmat30","varlogmat30","sdmat30","meanmat45","varmat45","varlogmat45","sdmat45","meanmat60","varmat60","varlogmat60","sdmat60","meanmatlo","varmatlo","sdmatlo","meanlo","varlo","varloglo","sdlo","meanutah","meangdd","mat30slope","mat30slopese","mat30slopeconfint11","mat30slopeconfint89","mat30slopelog","mat30slopelogse","mat30slopelogconfint11","mat30slopelogconfint89","mat45slope","mat45slopese","mat45slopeconfint11","mat45slopeconfint89","mat45slopelog","mat45slopelogse","mat45slopelogconfint11","mat45slopelogconfint89","mat60slope","mat60slopese","mat60slopeconfint11","mat60slopeconfint89","mat60slopelog","mat60slopelogse","mat60slopelogconfint11","mat60slopelogconfint89","lomatslope","lomatslopelog","lomatslopelogse"
"1950-1970",6.35104719260185,3.69736323286148,0.103528627683148,1.92112188061604,4.9403898583148,2.74129378389243,0.114239722775096,1.65376350638954,5.78356713205796,2.6449992353684,0.100682143234718,1.62418317865763,7.08776881690809,0.725760039273247,0.839556793843375,113.367647058824,79.8859133126935,0.00642466609859139,8.79972675699776,2037.14117647059,72.4775254611699,1.14682788133378,1.04040308283077,-0.602260939587066,2.89591670225463,0.0770191608983817,0.0559991637479941,-0.0171246501964809,0.171162971993244,-0.950929431452058,1.22647015462804,-3.01282762461793,1.11096876171381,-0.0345294077486029,0.055802757127694,-0.128343026988413,0.0592842114912077,-4.33837575926643,0.738175156778474,-5.57936969316535,-3.0973818253675,-0.194754710630074,0.0383086074629658,-0.259157784942588,-0.13035163631756,-2.38855198664232,-0.147999768985711,0.153408319109565
"1970-1990",6.38667678739371,2.238034368984,0.0996627937557367,1.49472211247624,5.40618324801717,2.90128144346664,0.155628940267251,1.70212660666195,5.87716018686088,1.2733997387213,0.0386431473420774,1.12579385721158,7.16434376775817,1.12110947390047,1.04124234585832,111.535294117647,104.82786377709,0.00902356504964241,10.1506354238652,2244.38823529412,72.1510480685022,-0.0131779838797585,1.59037990938439,-2.6868683702565,2.66051240249698,-0.0157760546384134,0.072337995852773,-0.137388131689981,0.105836022413154,-2.0072289195471,1.31173969984482,-4.21247925263348,0.198021413539279,-0.0733126617859563,0.057407367995463,-0.169823895995444,0.0231985724235319,-6.10642348632719,1.55100660119943,-8.71392086123994,-3.49892611141444,-0.328737856662897,0.0867327462192811,-0.474549878295079,-0.182925835030714,-2.77958058947412,-0.182183152975241,0.14358977933975
"1990-2010",5.77661613926492,2.07542022264286,0.0627374709342188,1.43984456514856,5.29532964151512,2.65118026662436,0.108359563146409,1.62500139213893,6.81877925935311,0.888334209353166,0.0213047195965164,0.940332911105234,6.67479396845378,1.03656594281953,1.00852974008047,105.858823529412,36.2160990712074,0.00331109357310314,5.97116440829133,2287.23529411765,60.0324649386727,-1.17854163534858,0.929844406865526,-2.74176312525339,0.384679854556228,-0.0695301978467014,0.0514328279070035,-0.155997246825178,0.0169368511317749,0.019461728268847,0.86058168541631,-1.42731772701246,1.46624118355015,-0.000553056240123261,0.0419678351924112,-0.0711078946336915,0.070001782153445,-3.34873754805156,1.26854385706203,-5.48136855986866,-1.21610653623447,-0.208261231851967,0.0799065944224676,-0.342597368805656,-0.0739250948982775,-0.376154606364452,-0.0311145030236922,0.0883056745905396
