"chillutah","chillports","gdd","mat.lo","siteslist","year","lat","long","lat.long","cc","lo","mat60","mat30","mat45"
1872,101.688960422514,74.7502226552919,7.10064500257854,2,1961,49.3167,12.75,"49.3167 12.75","1950-1970",98,8.24680309435811,2.55203119295766,1.52466663258771
1440,88.0683012929059,108.758445676329,7.37693531898361,2,1962,49.3167,12.75,"49.3167 12.75","1950-1970",115,3.56778680549965,6.68890610049129,2.74673906904038
1776,83.0948260142032,79.3664305560852,7.48822563907672,2,1963,49.3167,12.75,"49.3167 12.75","1950-1970",115,4.85581956359512,9.29765604218119,4.58293468017212
1680,89.1656430901803,48.8585576177516,6.01016115598501,2,1964,49.3167,12.75,"49.3167 12.75","1950-1970",110,3.73221303133263,4.00796866041492,2.94522215639138
1848,98.3290692153355,28.3170934766158,6.2698385695356,2,1965,49.3167,12.75,"49.3167 12.75","1950-1970",123,3.34950812185397,4.70624989480712,1.94891299991666
1764,101.632967266505,58.3255018020696,6.59306436876256,2,1966,49.3167,12.75,"49.3167 12.75","1950-1970",113,5.61901626784782,3.69703116736491,2.50130429191758
1980,99.8955270323917,40.5677085426773,5.69145148568937,2,1967,49.3167,12.75,"49.3167 12.75","1950-1970",110,4.76393431974728,8.77812480379362,5.4068887680355
1560,92.402125097123,56.0178137606319,6.23225792521431,2,1968,49.3167,12.75,"49.3167 12.75","1950-1970",110,4.91655726715556,5.03078113755328,2.75043472113169
1536,83.0156959106157,49.3994118695965,5.13419343362893,2,1969,49.3167,12.75,"49.3167 12.75","1950-1970",117,3.28508189378581,5.35796863024007,3.5898912241075
1656,90.3271040249322,55.4207526159877,6.2085482483249,2,1970,49.3167,12.75,"49.3167 12.75","1950-1970",126,2.7169671523858,4.19031240633922,2.23122217235052
2256,121.059820081894,32.7090503494639,5.6688708410328,3,1951,49.4,11.4,"49.4 11.4","1950-1970",112,4.92942611932693,4.94312488951255,3.51260861713925
1980,106.629006473599,95.5107546974405,6.62806436798025,3,1952,49.4,11.4,"49.4 11.4","1950-1970",106,6.61959001597506,8.73468730476452,4.55866656477253
1836,100.71798779337,77.2185890327673,6.89258049110011,3,1953,49.4,11.4,"49.4 11.4","1950-1970",96,7.58147524037688,4.88906239072094,6.72489115403479
2064,110.974546431904,29.1678457689243,5.693870840474,3,1954,49.4,11.4,"49.4 11.4","1950-1970",119,5.3258195530898,7.35406233562389,2.63630428890009
1560,95.4362962247925,66.5703577764332,6.46645146836677,3,1955,49.4,11.4,"49.4 11.4","1950-1970",120,3.72836057240235,8.66203105638851,3.08577770880527
1752,94.4773944010811,56.5590699677953,6.27935469835516,3,1956,49.4,11.4,"49.4 11.4","1950-1970",125,4.11139335072615,7.31593733647605,6.60847811315857
2532,121.612123391186,60.0884775186543,6.83709662137253,3,1957,49.4,11.4,"49.4 11.4","1950-1970",111,7.32040967244166,2.67906244011829,7.91086938839568
1944,100.711984139405,52.5253365499204,6.32790308436679,3,1958,49.4,11.4,"49.4 11.4","1950-1970",123,2.20450814744671,4.50515614930191,6.3172220810213
2352,112.978382291365,119.459619863467,9.30338688882729,3,1959,49.4,11.4,"49.4 11.4","1950-1970",106,8.35581948536402,5.397968629346,8.17978242586326
2304,114.40854946795,73.5100336774926,7.31274177203135,3,1960,49.4,11.4,"49.4 11.4","1950-1970",105,6.50393428085524,5.75078112146002,3.92673904266532
