"cc","meanmat30","varmat30","varlogmat30","sdmat30","meanmat45","varmat45","varlogmat45","sdmat45","meanmat60","varmat60","varlogmat60","sdmat60","meanmatlo","varmatlo","sdmatlo","meanlo","varlo","varloglo","sdlo","meanutah","meangdd","mat30slope","mat30slopese","mat30slopeconfint11","mat30slopeconfint89","mat30slopelog","mat30slopelogse","mat30slopelogconfint11","mat30slopelogconfint89","mat45slope","mat45slopese","mat45slopeconfint11","mat45slopeconfint89","mat45slopelog","mat45slopelogse","mat45slopelogconfint11","mat45slopelogconfint89","mat60slope","mat60slopese","mat60slopeconfint11","mat60slopeconfint89","mat60slopelog","mat60slopelogse","mat60slopelogconfint11","mat60slopelogconfint89","lomatslope","lomatslopelog","lomatslopelogse"
"1950-1960",6.42071824311367,1.95395065958943,0.0509615372673715,1.39293928860676,5.38913679674372,2.5357060655721,0.125044791518933,1.58934677792852,5.74275149192162,3.31241243726577,0.15266569203032,1.81758779412499,8.87390740437934,1.41392929580767,1.13624019893468,127.062790697674,87.7180878552972,0.00573206007983475,9.12014357240968,2282.81860465116,119.325395259063,1.71459851978982,2.15710010382148,-2.16243420873083,5.59163124831048,0.0947052871297001,0.109821047473205,-0.10267998700743,0.29209056126683,-1.1579059931451,1.92803642500151,-4.62323442564026,2.30742243935006,-0.0534463045761162,0.0737717626270089,-0.186038917055653,0.079146307903421,-2.99765945795392,1.31866275797681,-5.36773892784045,-0.627579988067377,-0.113124505997956,0.053769124444735,-0.209765665528209,-0.0164833464677024,-0.313227089435974,-0.024471293991482,0.196724199529408
"2000-2010",6.27957253405922,3.70786612334581,0.211655288945924,1.92252564859094,5.11546870377069,2.36559617305026,0.115779729787519,1.53115200258257,6.75707095075953,1.24411685576273,0.02884284592511,1.1087228924069,8.67777512486632,1.04284971898771,0.960295471030703,118.562790697674,51.0160206718346,0.0041910461081737,6.71559651910925,2256.5023255814,113.337082023995,-0.425747767508548,1.19425983186517,-2.57223343421269,1.7207378991956,-0.0112532724022756,0.0491357520954589,-0.0995667070347639,0.0770601622302127,0.795331385724257,1.45585530428949,-1.82132912656316,3.41199189801167,0.0359920324617027,0.0616436860569545,-0.0748023566934721,0.146786421616878,-4.14374745768726,1.48378394430519,-6.8106051078878,-1.47688980748672,-0.236994112444708,0.0916990279853014,-0.401808036491493,-0.0721801883979233,1.18122978828072,0.0826744847402221,0.187720617187312
